Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Firefox 72.0,,,2020-01-10 14:24:23,2020-01-10 14:24:26,3.001s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 72.0,,,2020-01-10 14:24:26,2020-01-10 14:24:27,0.332s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 72.0,,,2020-01-10 14:24:27,2020-01-10 14:24:27,0.402s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:24:27,2020-01-10 14:24:30,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 72.0,,,2020-01-10 14:24:30,2020-01-10 14:24:30,0.252s,PASSED
delay(8),Firefox 72.0,,,2020-01-10 14:24:30,2020-01-10 14:24:38,8.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 72.0,,,2020-01-10 14:24:38,2020-01-10 14:24:39,0.265s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:24:39,2020-01-10 14:24:42,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:24:42,2020-01-10 14:24:42,0.242s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:24:42,2020-01-10 14:24:42,0.038s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 72.0,,,2020-01-10 14:24:42,2020-01-10 14:24:42,0.002s,PASSED
closeBrowser(),Firefox 72.0,,,2020-01-10 14:24:42,2020-01-10 14:24:48,6.432s,PASSED
,,,,,,,
Test Cases/goomo,Firefox 72.0,,,2020-01-10 14:24:48,2020-01-10 14:25:33,44.498s,PASSED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:24:49,2020-01-10 14:24:54,5.090s,PASSED
"navigateToUrl(""https://goomo.acomodeo.com/en/"")",Firefox 72.0,,,2020-01-10 14:24:54,2020-01-10 14:24:57,3.062s,PASSED
delay(10),Firefox 72.0,,,2020-01-10 14:24:57,2020-01-10 14:25:07,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 72.0,,,2020-01-10 14:25:07,2020-01-10 14:25:07,0.399s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:25:07,2020-01-10 14:25:10,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 72.0,,,2020-01-10 14:25:10,2020-01-10 14:25:10,0.342s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 72.0,,,2020-01-10 14:25:10,2020-01-10 14:25:11,0.410s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:25:11,2020-01-10 14:25:14,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 72.0,,,2020-01-10 14:25:14,2020-01-10 14:25:14,0.252s,PASSED
delay(8),Firefox 72.0,,,2020-01-10 14:25:14,2020-01-10 14:25:22,8.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 72.0,,,2020-01-10 14:25:22,2020-01-10 14:25:22,0.259s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:25:22,2020-01-10 14:25:25,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:25:25,2020-01-10 14:25:26,0.241s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:25:26,2020-01-10 14:25:26,0.037s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 72.0,,,2020-01-10 14:25:26,2020-01-10 14:25:26,0.002s,PASSED
closeBrowser(),Firefox 72.0,,,2020-01-10 14:25:26,2020-01-10 14:25:33,7.134s,PASSED
,,,,,,,
Test Cases/microfuzzy,Firefox 72.0,,,2020-01-10 14:25:33,2020-01-10 14:26:17,43.744s,PASSED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:25:33,2020-01-10 14:25:38,4.571s,PASSED
"navigateToUrl(""https://microfuzzy.acomodeo.com/en/"")",Firefox 72.0,,,2020-01-10 14:25:38,2020-01-10 14:25:40,2.519s,PASSED
delay(10),Firefox 72.0,,,2020-01-10 14:25:40,2020-01-10 14:25:50,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 72.0,,,2020-01-10 14:25:50,2020-01-10 14:25:50,0.393s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:25:50,2020-01-10 14:25:53,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 72.0,,,2020-01-10 14:25:53,2020-01-10 14:25:54,0.340s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 72.0,,,2020-01-10 14:25:54,2020-01-10 14:25:54,0.399s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:25:54,2020-01-10 14:25:57,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 72.0,,,2020-01-10 14:25:57,2020-01-10 14:25:57,0.257s,PASSED
delay(8),Firefox 72.0,,,2020-01-10 14:25:57,2020-01-10 14:26:05,8.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 72.0,,,2020-01-10 14:26:05,2020-01-10 14:26:06,0.258s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:26:06,2020-01-10 14:26:09,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:26:09,2020-01-10 14:26:09,0.267s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:26:09,2020-01-10 14:26:09,0.050s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 72.0,,,2020-01-10 14:26:09,2020-01-10 14:26:09,0.002s,PASSED
closeBrowser(),Firefox 72.0,,,2020-01-10 14:26:09,2020-01-10 14:26:17,7.466s,PASSED
,,,,,,,
Test Cases/roche,Firefox 72.0,,,2020-01-10 14:26:17,2020-01-10 14:27:01,44.035s,PASSED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:26:17,2020-01-10 14:26:21,3.975s,PASSED
"navigateToUrl(""https://roche.acomodeo.com/en/"")",Firefox 72.0,,,2020-01-10 14:26:21,2020-01-10 14:26:23,2.741s,PASSED
delay(10),Firefox 72.0,,,2020-01-10 14:26:23,2020-01-10 14:26:33,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 72.0,,,2020-01-10 14:26:33,2020-01-10 14:26:34,0.395s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:26:34,2020-01-10 14:26:37,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 72.0,,,2020-01-10 14:26:37,2020-01-10 14:26:37,0.347s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 72.0,,,2020-01-10 14:26:37,2020-01-10 14:26:38,0.410s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:26:38,2020-01-10 14:26:41,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 72.0,,,2020-01-10 14:26:41,2020-01-10 14:26:41,0.252s,PASSED
delay(8),Firefox 72.0,,,2020-01-10 14:26:41,2020-01-10 14:26:49,8.001s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 72.0,,,2020-01-10 14:26:49,2020-01-10 14:26:49,0.256s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:26:49,2020-01-10 14:26:52,3.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:26:52,2020-01-10 14:26:52,0.240s,PASSED
"hello = getText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/h4_Hello Katalon Acomodeo""))",Firefox 72.0,,,2020-01-10 14:26:52,2020-01-10 14:26:52,0.038s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Firefox 72.0,,,2020-01-10 14:26:52,2020-01-10 14:26:52,0.001s,PASSED
closeBrowser(),Firefox 72.0,,,2020-01-10 14:26:52,2020-01-10 14:27:01,8.151s,PASSED
,,,,,,,
Test Cases/roomit,Firefox 72.0,,,2020-01-10 14:27:01,2020-01-10 14:28:05,1m - 4.152s,FAILED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:27:01,2020-01-10 14:27:06,5.091s,PASSED
"navigateToUrl(""https://roomit.acomodeo.com/en/"")",Firefox 72.0,,,2020-01-10 14:27:06,2020-01-10 14:27:08,2.372s,PASSED
delay(10),Firefox 72.0,,,2020-01-10 14:27:08,2020-01-10 14:27:18,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 72.0,,,2020-01-10 14:27:18,2020-01-10 14:27:19,0.408s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:27:19,2020-01-10 14:27:22,3.002s,PASSED
"setText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_email""), username)",Firefox 72.0,,,2020-01-10 14:27:22,2020-01-10 14:27:22,0.339s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/input_Register_password""), password)",Firefox 72.0,,,2020-01-10 14:27:22,2020-01-10 14:27:22,0.403s,PASSED
delay(3),Firefox 72.0,,,2020-01-10 14:27:22,2020-01-10 14:27:25,3.003s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/span_Log in""))",Firefox 72.0,,,2020-01-10 14:27:25,2020-01-10 14:27:26,0.250s,PASSED
delay(8),Firefox 72.0,,,2020-01-10 14:27:26,2020-01-10 14:27:34,8.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Profile""))",Firefox 72.0,,,2020-01-10 14:27:34,2020-01-10 14:28:05,31.059s,FAILED
,,,,,,,
Test Cases/tmdfriction,Firefox 72.0,,,2020-01-10 14:28:05,2020-01-10 14:28:37,31.815s,FAILED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:28:05,2020-01-10 14:28:12,6.752s,PASSED
"navigateToUrl(""https://tmdfriction.acomodeo.com/en/"")",Firefox 72.0,,,2020-01-10 14:28:12,2020-01-10 14:28:13,1.272s,PASSED
delay(10),Firefox 72.0,,,2020-01-10 14:28:13,2020-01-10 14:28:23,10.002s,PASSED
"click(findTestObject(""Object Repository/katalonIBE/Page_Home  Audi Long Stay/button_Log in""))",Firefox 72.0,,,2020-01-10 14:28:23,2020-01-10 14:28:37,13.522s,FAILED
,,,,,,,
Test Cases/zeb,Firefox 72.0,,,2020-01-10 14:28:37,2020-01-10 14:28:37,0.379s,FAILED
"openBrowser("""")",Firefox 72.0,,,2020-01-10 14:28:37,2020-01-10 14:28:37,0.059s,FAILED
