Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:56:31,2019-07-25 10:56:31,0.329s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:56:31,2019-07-25 10:56:37,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:56:37,2019-07-25 10:56:37,0.111s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:56:37,2019-07-25 10:56:39,2.003s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:56:39,2019-07-25 10:56:39,0.053s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:56:39,2019-07-25 10:56:39,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:56:39,2019-07-25 10:56:40,0.757s,PASSED
,,,,,,,
Test Cases/freshfields,Chrome 75.0.3770.142,,,2019-07-25 10:56:40,2019-07-25 10:57:11,30.991s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:56:40,2019-07-25 10:56:43,2.680s,PASSED
"navigateToUrl(""https://freshfields.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:56:43,2019-07-25 10:56:47,4.159s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:56:47,2019-07-25 10:56:58,11.002s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:56:58,2019-07-25 10:56:58,0.335s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:56:58,2019-07-25 10:57:01,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:57:01,2019-07-25 10:57:02,0.322s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:02,2019-07-25 10:57:02,0.124s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:57:02,2019-07-25 10:57:08,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:08,2019-07-25 10:57:08,0.119s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:57:08,2019-07-25 10:57:10,2.002s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:10,2019-07-25 10:57:10,0.055s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:57:10,2019-07-25 10:57:10,0.003s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:57:10,2019-07-25 10:57:11,0.818s,PASSED
,,,,,,,
Test Cases/goomo,Chrome 75.0.3770.142,,,2019-07-25 10:57:11,2019-07-25 10:57:42,31.050s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:57:11,2019-07-25 10:57:14,2.596s,PASSED
"navigateToUrl(""https://goomo.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:57:14,2019-07-25 10:57:18,4.277s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:57:18,2019-07-25 10:57:29,11.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:57:29,2019-07-25 10:57:29,0.332s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:57:29,2019-07-25 10:57:32,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:57:32,2019-07-25 10:57:33,0.333s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:33,2019-07-25 10:57:33,0.117s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:57:33,2019-07-25 10:57:39,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:39,2019-07-25 10:57:39,0.108s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:57:39,2019-07-25 10:57:41,2.003s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:57:41,2019-07-25 10:57:41,0.057s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:57:41,2019-07-25 10:57:41,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:57:41,2019-07-25 10:57:42,0.807s,PASSED
,,,,,,,
Test Cases/ibe,Chrome 75.0.3770.142,,,2019-07-25 10:57:42,2019-07-25 10:58:12,30.292s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:57:42,2019-07-25 10:57:45,2.633s,PASSED
"navigateToUrl(""https://ibe.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:57:45,2019-07-25 10:57:48,3.700s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:57:48,2019-07-25 10:57:59,11.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:57:59,2019-07-25 10:58:00,0.306s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:58:00,2019-07-25 10:58:03,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:58:03,2019-07-25 10:58:03,0.336s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:03,2019-07-25 10:58:03,0.104s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:58:03,2019-07-25 10:58:09,6.001s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:09,2019-07-25 10:58:09,0.114s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:58:09,2019-07-25 10:58:11,2.002s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:11,2019-07-25 10:58:11,0.044s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:58:11,2019-07-25 10:58:11,0.001s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:58:11,2019-07-25 10:58:12,0.757s,PASSED
,,,,,,,
Test Cases/microfuzzy,Chrome 75.0.3770.142,,,2019-07-25 10:58:12,2019-07-25 10:58:43,31.180s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:58:12,2019-07-25 10:58:15,2.584s,PASSED
"navigateToUrl(""https://microfuzzy.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:58:15,2019-07-25 10:58:19,4.327s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:58:19,2019-07-25 10:58:30,11.002s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:58:30,2019-07-25 10:58:31,0.343s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:58:31,2019-07-25 10:58:34,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:58:34,2019-07-25 10:58:34,0.343s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:34,2019-07-25 10:58:34,0.107s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:58:34,2019-07-25 10:58:40,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:40,2019-07-25 10:58:40,0.137s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:58:40,2019-07-25 10:58:42,2.002s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:58:42,2019-07-25 10:58:42,0.052s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:58:42,2019-07-25 10:58:42,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:58:42,2019-07-25 10:58:43,0.933s,PASSED
,,,,,,,
Test Cases/roche,Chrome 75.0.3770.142,,,2019-07-25 10:58:43,2019-07-25 10:59:12,29.165s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:58:44,2019-07-25 10:58:46,2.553s,PASSED
"navigateToUrl(""https://roche.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:58:46,2019-07-25 10:58:49,2.461s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:58:49,2019-07-25 10:59:00,11.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:59:00,2019-07-25 10:59:00,0.342s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:59:00,2019-07-25 10:59:03,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:59:03,2019-07-25 10:59:03,0.383s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:03,2019-07-25 10:59:03,0.107s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:59:03,2019-07-25 10:59:09,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:09,2019-07-25 10:59:10,0.097s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:59:10,2019-07-25 10:59:12,2.002s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:12,2019-07-25 10:59:12,0.044s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:59:12,2019-07-25 10:59:12,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:59:12,2019-07-25 10:59:12,0.846s,PASSED
,,,,,,,
Test Cases/roomit,Chrome 75.0.3770.142,,,2019-07-25 10:59:12,2019-07-25 10:59:42,29.111s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:59:13,2019-07-25 10:59:15,2.586s,PASSED
"navigateToUrl(""https://roomit.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:59:15,2019-07-25 10:59:18,2.539s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:59:18,2019-07-25 10:59:29,11.004s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:59:29,2019-07-25 10:59:29,0.308s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:59:29,2019-07-25 10:59:32,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 10:59:32,2019-07-25 10:59:33,0.330s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:33,2019-07-25 10:59:33,0.113s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 10:59:33,2019-07-25 10:59:39,6.003s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:39,2019-07-25 10:59:39,0.113s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 10:59:39,2019-07-25 10:59:41,2.003s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 10:59:41,2019-07-25 10:59:41,0.050s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 10:59:41,2019-07-25 10:59:41,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 10:59:41,2019-07-25 10:59:42,0.733s,PASSED
,,,,,,,
Test Cases/tmdfirction,Chrome 75.0.3770.142,,,2019-07-25 10:59:42,2019-07-25 11:00:11,28.998s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 10:59:42,2019-07-25 10:59:44,2.517s,PASSED
"navigateToUrl(""https://tmdfriction.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 10:59:44,2019-07-25 10:59:47,2.557s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 10:59:47,2019-07-25 10:59:58,11.002s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 10:59:58,2019-07-25 10:59:58,0.304s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 10:59:58,2019-07-25 11:00:01,3.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_password""), password)",Chrome 75.0.3770.142,,,2019-07-25 11:00:01,2019-07-25 11:00:02,0.322s,PASSED
"click(findTestObject(""Object Repository/Page_Account Login IBE/button_Log in""))",Chrome 75.0.3770.142,,,2019-07-25 11:00:02,2019-07-25 11:00:02,0.102s,PASSED
delay(6),Chrome 75.0.3770.142,,,2019-07-25 11:00:02,2019-07-25 11:00:08,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/button_Profile""))",Chrome 75.0.3770.142,,,2019-07-25 11:00:08,2019-07-25 11:00:08,0.106s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-07-25 11:00:08,2019-07-25 11:00:10,2.002s,PASSED
"hello = getText(findTestObject(""Object Repository/Page_Booking engine for serviced apartments/h4_Hello Katalon Acomodeo""))",Chrome 75.0.3770.142,,,2019-07-25 11:00:10,2019-07-25 11:00:10,0.047s,PASSED
"verifyEqual(""Hello, Katalon Acomodeo"", hello)",Chrome 75.0.3770.142,,,2019-07-25 11:00:10,2019-07-25 11:00:10,0.002s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-25 11:00:10,2019-07-25 11:00:11,0.742s,PASSED
,,,,,,,
Test Cases/zeb,Chrome 75.0.3770.142,,,2019-07-25 11:00:11,2019-07-25 11:00:40,29.194s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-25 11:00:11,2019-07-25 11:00:13,2.430s,PASSED
"navigateToUrl(""https://zeb.acomodeo.com"")",Chrome 75.0.3770.142,,,2019-07-25 11:00:13,2019-07-25 11:00:16,2.835s,PASSED
delay(11),Chrome 75.0.3770.142,,,2019-07-25 11:00:16,2019-07-25 11:00:27,11.002s,PASSED
"setText(findTestObject(""Object Repository/Page_Account Login IBE/input_Register_email""), username)",Chrome 75.0.3770.142,,,2019-07-25 11:00:27,2019-07-25 11:00:27,0.311s,PASSED
delay(3),Chrome 75.0.3770.142,,,2019-07-25 11:00:27,2019-07-25 11:00:30,3.003s,PASSED
